@RELATION word_relatedness

@ATTRIBUTE measure_1 NUMERIC
@ATTRIBUTE measure_2 NUMERIC
@ATTRIBUTE measure_3 NUMERIC
@ATTRIBUTE measure_4 NUMERIC
@ATTRIBUTE measure_5 NUMERIC
@ATTRIBUTE measure_6 NUMERIC
@ATTRIBUTE measure_7 NUMERIC
@ATTRIBUTE measure_8 NUMERIC
@ATTRIBUTE measure_9 NUMERIC
@ATTRIBUTE measure_10 NUMERIC
@ATTRIBUTE measure_11 NUMERIC
@ATTRIBUTE measure_12 NUMERIC
@ATTRIBUTE measure_13 NUMERIC
@ATTRIBUTE measure_14 NUMERIC
@ATTRIBUTE measure_15 NUMERIC
@ATTRIBUTE measure_16 NUMERIC
@ATTRIBUTE measure_17 NUMERIC
@ATTRIBUTE measure_18 NUMERIC
@ATTRIBUTE measure_19 NUMERIC
@ATTRIBUTE measure_20 NUMERIC
@ATTRIBUTE measure_21 NUMERIC
@ATTRIBUTE measure_22 NUMERIC
@ATTRIBUTE measure_23 NUMERIC
@ATTRIBUTE measure_24 NUMERIC
@ATTRIBUTE class {TRUE,FALSE}

@DATA
509671.0,6.0E-4,39491.0099,24.442,28789.8826,0.0,600.6819,0.7426,0.455,0.455,0.2354,0.0014,0.0426,0.0426,16.3087,-0.0028,0.0817,0.0817,1.8845,-0.0056,235654.4974,3.3494,0.0,0.0,FALSE
1.8022214E7,0.0202,46896.1357,29.2199,2049356.4891,0.0023,569.6659,0.6048,0.8635,0.8635,0.2723,0.047,0.0258,0.0258,11.2392,-0.0108,0.0503,0.0503,1.8366,-0.0219,8212214.7763,4.2388,0.0,0.0,TRUE
982847.0,0.0011,33024.7577,22.2447,95248.9634,1.0E-4,529.2929,1.0328,0.4084,0.4084,0.1206,1.0E-4,0.0023,0.0023,378.8851,-0.009,0.0045,0.0045,1.9947,-0.0182,486662.3618,2.9076,0.0,0.0,TRUE
284201.0,3.0E-4,26896.9555,24.27,38577.543,0.0,511.2215,1.0813,0.6944,0.6944,0.1687,3.0E-4,0.0141,0.0141,33.8696,-0.0022,0.0278,0.0278,1.9426,-0.0043,136370.1572,2.2557,0.0,0.0,FALSE
3976871.0,0.0044,51832.5507,33.2007,522331.5947,6.0E-4,635.9699,0.8068,0.9122,0.9122,0.3146,0.0257,0.0438,0.0438,8.5343,0.0026,0.0838,0.0838,1.7902,0.0052,1727229.5382,4.5971,0.0,0.0,FALSE
1086193.0,0.0012,36108.3956,24.4819,108944.4865,1.0E-4,553.4522,0.8162,0.8587,0.8587,0.2416,0.0116,0.028,0.028,14.4258,0.0025,0.0545,0.0545,1.8703,0.0049,501561.7064,3.1586,0.0,0.0,TRUE
135973.0,2.0E-4,13891.6673,16.7664,13909.2296,0.0,373.6457,0.9251,0.9401,0.9401,0.3684,0.1942,0.2516,0.2516,5.8789,0.1031,0.4021,0.4021,1.7093,0.187,50235.6739,1.0931,0.0,0.0,FALSE
1530476.0,0.0017,44591.407,32.281,120646.1507,1.0E-4,582.8426,0.6738,0.9613,0.9613,0.3555,0.0778,0.2349,0.2349,6.546,0.0306,0.3804,0.3804,1.735,0.0593,548392.1958,4.5285,0.0,0.0,FALSE
5.0587252E7,0.0566,39003.1245,38.071,7763921.5981,0.0087,492.096,0.7282,0.797,0.797,0.2117,0.0065,0.0154,0.0154,24.9618,-0.0427,0.0303,0.0303,1.923,-0.0891,2.37438120687E7,4.2058,0.0,0.0,FALSE
1740301.0,0.0019,51519.6337,32.9151,141627.088,2.0E-4,641.1798,0.7181,0.9281,0.9281,0.2966,0.0091,0.1418,0.1418,8.8936,-1.0E-4,0.2483,0.2483,1.7978,-3.0E-4,698174.569,4.8798,0.0,0.0,FALSE
210356.0,2.0E-4,22073.0951,28.1235,29774.2148,0.0,467.374,1.5652,0.663,0.663,0.2812,0.0191,0.0689,0.0689,11.3722,0.0123,0.1289,0.1289,1.8383,0.0244,94008.3234,1.8361,0.0,0.0,FALSE
938502.0,0.001,55571.4517,25.521,71969.8789,1.0E-4,683.2504,0.5582,0.8194,0.8194,0.3257,0.0111,0.1716,0.1716,7.1483,0.0039,0.2929,0.2929,1.7546,0.0078,382779.0866,4.9473,0.0,0.0,FALSE
1798849.0,0.002,36223.5553,20.6849,230219.4101,3.0E-4,543.1005,0.8213,0.6052,0.6052,0.2036,0.001,0.0111,0.0111,20.2716,-0.0104,0.022,0.022,1.906,-0.0209,860947.8147,3.0839,0.0,0.0,FALSE
1536586.0,0.0017,52680.8151,30.1725,88753.0675,1.0E-4,643.3804,0.6142,0.8159,0.8159,0.2852,0.0052,0.172,0.172,9.0158,-0.0033,0.2936,0.2936,1.8003,-0.0066,650356.197,4.9359,0.0,0.0,FALSE
239961.0,3.0E-4,27084.4509,25.6198,24507.659,0.0,506.533,0.9527,0.934,0.934,0.302,0.012,0.0975,0.0975,9.4373,0.0095,0.1776,0.1776,1.8084,0.0189,104523.2381,2.3202,0.0,0.0,FALSE
54805.0,1.0E-4,10505.4559,15.2397,5455.7453,0.0,334.2037,0.9626,0.6716,0.6716,0.1485,1.0E-4,0.0473,0.0473,25.9937,-2.0E-4,0.0904,0.0904,1.9259,-4.0E-4,25376.7793,0.8204,0.0,0.0,FALSE
1369797.0,0.0015,60889.9516,32.7388,212816.5132,2.0E-4,720.4572,0.8192,0.3247,0.3247,0.2533,6.0E-4,0.0767,0.0767,11.0135,-0.0066,0.1425,0.1425,1.8335,-0.0133,613016.2844,5.283,0.0,0.0,FALSE
3.18735956E8,0.3564,30749.9593,49.0884,3.30842909077E7,0.037,501.3546,2.4442,0.4181,0.4181,0.1968,0.0,3.0E-4,3.0E-4,-91.2906,-0.07,5.0E-4,5.0E-4,2.0222,-0.1506,1.590140496693E8,3.1175,0.0,0.0,FALSE
683851.0,8.0E-4,36575.8734,28.8,88278.383,1.0E-4,569.657,0.8751,0.8616,0.8616,0.3195,0.1334,0.0917,0.0917,8.5889,0.0479,0.1679,0.1679,1.7914,0.0913,285109.1329,3.1965,0.0,0.0,FALSE
694979.0,8.0E-4,34781.4823,27.477,99153.9378,1.0E-4,563.5447,1.1217,0.8983,0.8983,0.1796,0.0667,0.0343,0.0343,32.9068,0.0237,0.0662,0.0662,1.941,0.0463,318991.9734,3.0019,0.0,0.0,FALSE
2.127115E7,0.0238,44636.7249,25.1481,2377936.6266,0.0027,575.8293,0.7411,0.6829,0.6829,0.2117,0.0012,0.0043,0.0043,17.6985,-0.0392,0.0087,0.0087,1.893,-0.0817,1.03941159435E7,3.7871,0.0,0.0,FALSE
4857357.0,0.0054,48347.6985,27.5402,335639.9108,4.0E-4,589.1678,0.7443,0.9302,0.9302,0.2714,0.0249,0.193,0.193,9.005,-0.0053,0.3235,0.3235,1.8001,-0.0106,1950644.723,4.382,0.0,0.0,FALSE
2320864.0,0.0026,49497.2377,32.9681,310680.4741,3.0E-4,627.6676,0.7868,0.6196,0.6196,0.3387,0.0501,0.1102,0.1102,6.9735,0.0194,0.1985,0.1985,1.7492,0.038,943488.8776,4.5263,0.0,0.0,FALSE
1834717.0,0.0021,47815.1888,34.6433,124404.7908,1.0E-4,602.7898,0.7104,0.8851,0.8851,0.3146,0.0144,0.172,0.172,8.0832,0.0011,0.2936,0.2936,1.7798,0.0022,763356.0329,4.7588,0.0,0.0,FALSE
6533363.0,0.0073,34346.2901,26.5848,639982.0366,7.0E-4,517.4322,0.7601,0.3586,0.3586,0.2144,0.0063,0.0053,0.0053,19.2913,-0.0225,0.0105,0.0105,1.9014,-0.0461,3195767.8301,3.2131,0.0,0.0,FALSE
2767567.0,0.0031,41730.9761,23.5706,259262.6835,3.0E-4,579.0115,0.6684,0.9276,0.9276,0.3532,0.0819,0.0378,0.0378,6.8513,0.0263,0.0728,0.0728,1.7453,0.0513,1219687.456,3.4086,0.0,0.0,FALSE
294872.0,3.0E-4,27453.1994,25.2462,31944.5428,0.0,509.076,0.9779,0.6839,0.6839,0.2824,0.0117,0.0914,0.0914,9.8026,0.0106,0.1675,0.1675,1.8149,0.0209,129224.2296,2.338,0.0,0.0,FALSE
7594270.0,0.0085,42813.3874,30.1575,1620273.3857,0.0018,565.4917,0.8272,0.3841,0.3841,0.2657,0.01,0.0146,0.0146,11.5596,-0.0116,0.0289,0.0289,1.8408,-0.0236,3615086.3385,3.808,0.0,0.0,FALSE
1.5466688E7,0.0173,36617.0961,31.5495,1488544.1519,0.0017,511.984,0.9066,0.4753,0.4753,0.1721,3.0E-4,0.0051,0.0051,22.911,-0.0303,0.0101,0.0101,1.9164,-0.0625,7574656.9388,3.2334,0.0,0.0,FALSE
853442.0,0.001,37918.3377,24.7295,101558.5315,1.0E-4,570.1145,0.8734,0.8701,0.8701,0.3483,0.078,0.1589,0.1589,6.6913,0.0471,0.2742,0.2742,1.74,0.09,333463.3586,3.284,0.0,0.0,FALSE
7935374.0,0.0089,43752.2696,27.8222,655927.7598,7.0E-4,544.8529,0.6597,0.8312,0.8312,0.2924,0.0341,0.1522,0.1522,8.5277,-0.0069,0.2641,0.2641,1.7901,-0.0138,3060335.1325,4.2201,0.0,0.0,FALSE
620968.0,7.0E-4,43652.7884,29.8986,26261.2597,0.0,617.4707,0.8509,0.6121,0.6121,0.3443,0.0038,0.1164,0.1164,7.1957,0.0035,0.2085,0.2085,1.756,0.0069,276128.3178,3.869,0.0,0.0,FALSE
4205005.0,0.0047,42523.2263,23.8006,576047.0714,6.0E-4,574.5244,0.8331,0.5902,0.5902,0.2734,0.007,0.0275,0.0275,9.9993,-0.01,0.0536,0.0536,1.8182,-0.0201,1938646.6487,3.6364,0.0,0.0,FALSE
293347.0,3.0E-4,24698.1392,16.4908,25417.7719,0.0,487.2506,0.7415,0.467,0.467,0.29,0.0334,0.0548,0.0548,9.4121,0.0106,0.104,0.104,1.8079,0.021,135406.823,1.9639,0.0,0.0,FALSE
1066590.0,0.0012,37871.9973,21.257,106461.6187,1.0E-4,580.6265,1.0335,0.5735,0.5735,0.1082,1.0E-4,0.0108,0.0108,77.4069,-0.01,0.0213,0.0213,1.9745,-0.0202,517817.6444,3.077,0.0,0.0,FALSE
3026042.0,0.0034,45983.3956,31.6029,292679.6819,3.0E-4,612.7583,0.8363,0.795,0.795,0.2804,0.0023,0.0261,0.0261,9.8808,-0.0087,0.0508,0.0508,1.8162,-0.0176,1403098.9246,4.0507,0.0,0.0,FALSE
783685.0,9.0E-4,49657.9431,28.7931,73522.3115,1.0E-4,654.0734,0.8312,0.4773,0.4773,0.2951,0.002,0.1028,0.1028,8.6769,-0.0022,0.1864,0.1864,1.7933,-0.0044,341495.682,4.3214,0.0,0.0,FALSE
1696166.0,0.0019,43373.4939,31.8405,181298.8359,2.0E-4,597.4885,0.8845,0.6611,0.6611,0.2854,0.0187,0.0776,0.0776,9.2117,0.0067,0.1441,0.1441,1.8041,0.0133,744044.0114,3.9101,0.0,0.0,FALSE
7458616.0,0.0083,42615.6724,32.5811,516586.3093,6.0E-4,529.2009,0.7162,0.6361,0.6361,0.2383,0.0092,0.1688,0.1688,12.7651,-0.0236,0.2888,0.2888,1.8547,-0.0484,3304443.4798,4.404,0.0,0.0,FALSE
143865.0,2.0E-4,17426.7124,22.5597,8911.7051,0.0,420.8929,1.2523,0.7157,0.7157,0.24,3.0E-4,0.084,0.084,13.9555,-4.0E-4,0.155,0.155,1.8663,-8.0E-4,66924.5895,1.3874,0.0,0.0,FALSE
1886043.0,0.0021,39460.6198,21.5079,236052.4738,3.0E-4,582.9245,0.8568,0.737,0.737,0.1988,6.0E-4,0.0113,0.0113,19.2798,-0.0153,0.0223,0.0223,1.9014,-0.031,907771.3194,3.2231,0.0,0.0,FALSE
2850171.0,0.0032,53489.6056,30.5271,230351.4629,3.0E-4,654.6905,0.7454,0.8832,0.8832,0.3136,0.0139,0.0749,0.0749,8.0854,-0.0014,0.1393,0.1393,1.7799,-0.0029,1219496.0331,4.6526,0.0,0.0,FALSE
248218.0,3.0E-4,30282.4422,13.6426,24202.7442,0.0,551.8311,0.5556,0.0,0.0,0.0,0.0,0.0,0.0,-156.4362,-0.0046,0.0,0.0,2.0129,-0.0093,124105.8198,2.33,0.0,0.0,FALSE
240769.0,3.0E-4,22618.7139,16.9602,46251.3888,1.0E-4,477.3635,0.8717,0.1363,0.1363,0.1591,0.0,0.0381,0.0381,22.6754,-0.0026,0.0735,0.0735,1.9155,-0.0052,114857.6655,1.7089,0.0,0.0,FALSE
625000.0,7.0E-4,49593.1741,37.1263,28212.4665,0.0,659.2153,1.0531,0.7095,0.7095,0.2861,8.0E-4,0.106,0.106,9.6342,-0.0017,0.1917,0.1917,1.8119,-0.0034,277832.6294,4.4656,0.0,0.0,FALSE
1.7735958E7,0.0198,42373.7615,31.8347,1943509.8961,0.0022,520.4566,0.6429,0.9079,0.9079,0.2548,0.0446,0.0545,0.0545,12.1931,-0.0093,0.1034,0.1034,1.8484,-0.0189,7601002.2112,4.1753,0.0,0.0,TRUE
376039.0,4.0E-4,39857.7534,27.1298,28196.4344,0.0,612.0444,0.8693,0.8428,0.8428,0.1966,3.0E-4,0.0434,0.0434,22.6716,-0.0025,0.0832,0.0832,1.9155,-0.0051,172097.1089,3.3803,0.0,0.0,FALSE
262624.0,3.0E-4,30394.5173,32.98,24282.4579,0.0,541.2114,1.5578,0.7102,0.7102,0.3081,0.0171,0.1382,0.1382,8.194,0.0105,0.2428,0.2428,1.7825,0.0208,115879.7618,2.5688,0.0,0.0,FALSE
1045895.0,0.0012,36900.1105,32.8788,76538.8277,1.0E-4,551.0459,1.0355,0.2532,0.2532,0.2302,1.0E-4,0.0343,0.0343,16.2276,-0.0054,0.0664,0.0664,1.8839,-0.0109,494392.833,3.6055,0.0,0.0,FALSE
1187710.0,0.0013,43720.7004,28.8936,65854.5536,1.0E-4,581.5848,0.6175,0.9247,0.9247,0.3989,0.0856,0.29,0.29,5.2576,0.044,0.4496,0.4496,1.6804,0.0842,436085.8405,4.2551,0.0,0.0,FALSE
907265.0,0.001,48222.0603,35.362,97613.627,1.0E-4,645.9837,1.0344,0.6573,0.6573,0.243,3.0E-4,0.049,0.049,12.6053,-0.0048,0.0935,0.0935,1.853,-0.0096,411760.4073,4.3447,0.0,0.0,FALSE
173471.0,2.0E-4,22035.3019,15.2834,14243.3656,0.0,476.0166,0.8386,0.5162,0.5162,0.1859,2.0E-4,0.0693,0.0693,18.3532,-0.002,0.1295,0.1295,1.8967,-0.0039,80960.3365,1.6419,0.0,0.0,FALSE
2.1238433E7,0.0237,42670.1345,27.6079,2378715.8885,0.0027,556.9459,0.8308,0.6712,0.6712,0.2226,0.0066,0.0044,0.0044,16.6337,-0.0305,0.0088,0.0088,1.8866,-0.0629,1.03714083102E7,3.6866,0.0,0.0,FALSE
2.0175981E7,0.0226,42439.5315,22.8988,2073441.4514,0.0023,515.4951,0.5862,0.8093,0.8093,0.2738,0.0198,0.1073,0.1073,9.491,-0.0333,0.1939,0.1939,1.8094,-0.0689,7935542.4763,3.9575,0.0,0.0,FALSE
2.1244924E7,0.0238,47987.699,27.9286,2315131.6486,0.0026,572.2895,0.6777,0.7508,0.7508,0.2273,0.0106,0.0239,0.0239,14.8227,-0.0328,0.0466,0.0466,1.8736,-0.0679,9800639.0551,4.425,0.0,0.0,FALSE
737069.0,8.0E-4,50695.7403,39.8935,37688.8745,0.0,653.6179,0.9517,0.9173,0.9173,0.3593,0.0397,0.1872,0.1872,6.5907,0.0186,0.3153,0.3153,1.7365,0.0365,292249.6797,4.7716,0.0,0.0,FALSE
354218.0,4.0E-4,34252.903,21.9068,45439.9173,1.0E-4,573.8912,0.8596,0.1844,0.1844,0.235,0.0,0.0541,0.0541,12.8314,-0.0034,0.1027,0.1027,1.8554,-0.0068,164308.3053,2.7514,0.0,0.0,FALSE
459457.0,5.0E-4,44206.1687,26.362,44915.951,1.0E-4,640.4138,0.8062,0.4177,0.4177,0.2182,6.0E-4,0.0742,0.0742,15.8057,-0.0034,0.1381,0.1381,1.881,-0.0067,215574.5908,3.7377,0.0,0.0,FALSE
1817785.0,0.002,52811.377,33.9822,193971.2699,2.0E-4,650.0527,0.7648,0.556,0.556,0.3059,0.006,0.0878,0.0878,8.5446,-0.0017,0.1614,0.1614,1.7905,-0.0033,788226.4567,4.8863,0.0,0.0,FALSE
249269.0,3.0E-4,30732.6518,18.3828,23598.2129,0.0,552.9958,1.0172,0.7659,0.7659,0.1321,0.0028,0.0093,0.0093,63.5455,-0.0016,0.0184,0.0184,1.969,-0.0032,120675.6686,2.3901,0.0,0.0,FALSE
495324.0,6.0E-4,37911.1891,24.7729,28036.5638,0.0,585.2274,0.7984,0.6558,0.6558,0.3272,0.0112,0.0618,0.0618,8.9434,0.0056,0.1164,0.1164,1.7989,0.0111,221106.7519,3.2343,0.0,0.0,FALSE
287926.0,3.0E-4,25651.879,22.5835,36566.0819,0.0,498.0556,0.952,0.7091,0.7091,0.2092,0.0031,0.0217,0.0217,21.7327,0.002,0.0426,0.0426,1.912,0.004,136204.6624,2.1477,0.0,0.0,FALSE
5560917.0,0.0062,50327.4757,25.115,1004859.5512,0.0011,610.1904,0.7271,0.7831,0.7831,0.2999,0.0108,0.0749,0.0749,8.4344,-0.0079,0.1394,0.1394,1.788,-0.016,2323947.2513,4.511,0.0,0.0,FALSE
934941.0,0.001,47572.4196,29.5184,91197.1329,1.0E-4,636.7947,0.792,0.7552,0.7552,0.3244,0.0282,0.1154,0.1154,7.1578,0.0173,0.207,0.207,1.7548,0.034,385578.0844,4.1945,0.0,0.0,FALSE
4086052.0,0.0046,31861.8032,26.5934,664992.2711,7.0E-4,492.504,1.1738,0.6386,0.6386,0.1555,6.0E-4,0.0052,0.0052,38.1554,-0.017,0.0103,0.0103,1.9489,-0.0345,1995231.3224,2.8385,0.0,0.0,FALSE
823992.0,9.0E-4,39733.3303,23.1167,72111.3421,1.0E-4,582.1641,0.7455,0.7704,0.7704,0.3113,0.0618,0.1461,0.1461,7.8119,0.0361,0.2549,0.2549,1.773,0.0696,328646.1052,3.4204,0.0,0.0,FALSE
8974771.0,0.01,43424.266,29.8397,1199314.7363,0.0013,539.3234,0.7896,0.6142,0.6142,0.305,0.0096,0.1278,0.1278,7.9952,-0.0192,0.2267,0.2267,1.7777,-0.0392,3826729.9724,4.1073,0.0,0.0,FALSE
1.4622634E7,0.0164,28375.677,21.4022,2707665.6938,0.003,432.9434,0.8234,0.5226,0.5226,0.1954,0.003,0.0016,0.0016,23.8832,-0.039,0.0031,0.0031,1.9196,-0.0813,7238179.2565,2.539,0.0,0.0,FALSE
3614110.0,0.004,39353.0904,38.7127,546829.2718,6.0E-4,556.4057,1.4649,0.6613,0.6613,0.272,0.0016,0.0187,0.0187,11.6968,-0.0075,0.0367,0.0367,1.8425,-0.015,1689082.1498,3.6545,0.0,0.0,FALSE
6724969.0,0.0075,35081.538,15.2279,1199059.9868,0.0013,509.9138,0.4539,0.576,0.576,0.2062,0.005,0.0059,0.0059,16.9887,-0.0328,0.0118,0.0118,1.8888,-0.0678,3274796.2387,2.872,0.0,0.0,FALSE
286129.0,3.0E-4,28784.1739,18.2176,43079.8554,0.0,533.4515,0.9334,0.2296,0.2296,0.1885,5.0E-4,0.0301,0.0301,26.1019,-0.0032,0.0584,0.0584,1.9262,-0.0064,136796.0233,2.2527,0.0,0.0,FALSE
378299.0,4.0E-4,38432.1015,29.2548,28661.2176,0.0,602.6154,1.3857,0.6821,0.6821,0.1821,1.0E-4,0.0274,0.0274,34.9607,-0.0029,0.0533,0.0533,1.9444,-0.0058,177856.5002,3.268,0.0,0.0,FALSE
6364986.0,0.0071,42037.4906,36.9778,529379.6933,6.0E-4,542.2553,0.8358,0.6487,0.6487,0.2818,0.0212,0.1235,0.1235,10.1678,-0.0041,0.2198,0.2198,1.8209,-0.0083,2711989.4593,4.415,0.0,0.0,FALSE
6410571.0,0.0072,46361.3916,31.8893,577384.7449,6.0E-4,586.582,0.743,0.6295,0.6295,0.2811,0.0243,0.0724,0.0724,10.5068,-0.0018,0.135,0.135,1.8262,-0.0036,2771393.968,4.5067,0.0,0.0,FALSE
99719.0,1.0E-4,11746.4611,12.0125,10602.5409,0.0,350.0035,1.0228,0.3672,0.3672,0.1772,3.0E-4,0.0571,0.0571,18.7002,-4.0E-4,0.1081,0.1081,1.8985,-9.0E-4,46116.2938,0.8533,0.0,0.0,FALSE
4022931.0,0.0045,48539.3199,32.7517,378697.8491,4.0E-4,590.8757,0.6962,0.7224,0.7224,0.2338,0.0023,0.1318,0.1318,12.5639,-0.0145,0.2329,0.2329,1.8525,-0.0295,1681039.9212,4.8164,0.0,0.0,FALSE
2782977.0,0.0031,48722.0143,30.9997,251976.3186,3.0E-4,619.0873,0.7474,0.7941,0.7941,0.3623,0.0699,0.0867,0.0867,6.4624,0.0257,0.1596,0.1596,1.732,0.05,1140933.4955,4.331,0.0,0.0,FALSE
3161572.0,0.0035,45025.1058,24.148,423564.1315,5.0E-4,603.2443,0.9014,0.6021,0.6021,0.2211,0.0014,0.0263,0.0263,14.1116,-0.0164,0.0512,0.0512,1.8677,-0.0334,1473571.5048,3.7037,0.0,0.0,FALSE
129234.0,1.0E-4,22946.6885,18.7182,7570.1553,0.0,479.1011,0.8035,0.7257,0.7257,0.2406,4.0E-4,0.1092,0.1092,12.3262,-4.0E-4,0.1969,0.1969,1.8499,-9.0E-4,59519.2912,1.8262,0.0,0.0,FALSE
681237.0,8.0E-4,43052.3278,25.7145,75512.2457,1.0E-4,607.9065,0.7292,0.7835,0.7835,0.3441,0.0292,0.1033,0.1033,6.87,0.0175,0.1873,0.1873,1.7459,0.0344,286385.4929,3.7239,0.0,0.0,FALSE
7601060.0,0.0085,53081.8675,28.0451,1148040.0225,0.0013,624.8263,0.5983,0.7772,0.7772,0.2369,0.0042,0.0456,0.0456,12.1312,-0.0207,0.0872,0.0872,1.8477,-0.0423,3388911.1247,4.6503,0.0,0.0,FALSE
211259.0,2.0E-4,29963.9742,30.8545,9221.0445,0.0,536.7984,1.1098,0.8467,0.8467,0.2854,9.0E-4,0.1539,0.1539,9.1573,0.0012,0.2667,0.2667,1.8031,0.0025,93967.4307,2.5719,0.0,0.0,FALSE
1495634.0,0.0017,36548.8937,20.2101,194214.6812,2.0E-4,558.0965,0.8553,0.4929,0.4929,0.1413,6.0E-4,0.0059,0.0059,46.7581,-0.0116,0.0117,0.0117,1.9581,-0.0234,729738.3467,2.9397,0.0,0.0,FALSE
4277471.0,0.0048,47678.3466,29.719,609643.7667,7.0E-4,601.003,0.6584,0.929,0.929,0.2982,0.1554,0.1161,0.1161,8.237,0.0476,0.208,0.208,1.7835,0.0909,1648246.9874,4.3946,0.0,0.0,FALSE
6496513.0,0.0073,40037.4645,30.8505,577970.4715,6.0E-4,515.043,0.6889,0.8872,0.8872,0.2827,0.1613,0.2817,0.2817,8.1129,0.0451,0.4396,0.4396,1.7805,0.0863,2335523.3142,4.0179,0.0,0.0,TRUE
287119.0,3.0E-4,26887.0619,26.3177,32119.9703,0.0,502.1498,0.996,0.894,0.894,0.2869,0.045,0.0691,0.0691,10.754,0.0184,0.1293,0.1293,1.8298,0.0361,128067.9404,2.3168,0.0,0.0,FALSE
1.3446961E7,0.015,49158.9108,32.5643,3107621.2405,0.0035,586.5941,0.8369,0.3113,0.3113,0.2553,0.004,0.0285,0.0285,11.5577,-0.024,0.0553,0.0553,1.8407,-0.0491,6244763.1253,4.44,0.0,0.0,FALSE
3.18799008E8,0.3565,38602.7632,58.6115,3.30780761016E7,0.037,560.7924,2.4692,0.5496,0.5496,0.2047,1.0E-4,4.0E-4,4.0E-4,-57.2606,-0.0583,8.0E-4,8.0E-4,2.0355,-0.1239,1.588811727766E8,4.0037,0.0,0.0,FALSE
665158.0,7.0E-4,36382.373,29.5627,81093.8094,1.0E-4,568.3866,0.909,0.9597,0.9597,0.3297,0.1369,0.1228,0.1228,7.8115,0.0479,0.2188,0.2188,1.773,0.0914,269035.0137,3.1963,0.0,0.0,FALSE
2.1061088E7,0.0235,46036.2064,25.6423,2256973.4022,0.0025,549.9224,0.6278,0.7832,0.7832,0.2531,0.0092,0.0374,0.0374,12.2256,-0.0364,0.0721,0.0721,1.8488,-0.0756,9371696.0813,4.2928,0.0,0.0,TRUE
2.1401914E7,0.0239,48445.342,28.6892,2325227.5174,0.0026,573.9071,0.7276,0.7889,0.7889,0.2168,0.0054,0.0177,0.0177,16.1486,-0.0334,0.0348,0.0348,1.8834,-0.0691,1.00246183197E7,4.4704,0.0,0.0,FALSE
1001225.0,0.0011,43928.8635,33.1968,71032.1582,1.0E-4,601.5328,0.934,0.8404,0.8404,0.331,0.0076,0.0969,0.0969,7.5501,0.0054,0.1766,0.1766,1.7661,0.0107,423659.9064,4.0256,0.0,0.0,FALSE
1103131.0,0.0012,44484.8346,31.8844,87236.0162,1.0E-4,607.5641,0.8803,0.8965,0.8965,0.3208,0.0462,0.0918,0.0918,7.8719,0.0153,0.1682,0.1682,1.7746,0.0301,457873.7772,4.0165,0.0,0.0,FALSE
237024.0,3.0E-4,25929.4063,21.1118,31431.5869,0.0,508.5526,1.1085,0.3545,0.3545,0.1365,1.0E-4,0.0077,0.0077,93.9955,-0.003,0.0153,0.0153,1.9789,-0.006,116007.2835,2.0732,0.0,0.0,TRUE
4614543.0,0.0052,43593.2215,27.52,409436.1724,5.0E-4,555.3646,0.6526,0.8899,0.8899,0.3096,0.1171,0.2458,0.2458,7.2665,0.0314,0.3946,0.3946,1.7581,0.0609,1706660.3942,4.1206,0.0,0.0,FALSE
113831.0,1.0E-4,13672.7334,13.0192,19523.0579,0.0,379.2682,0.7483,0.8384,0.8384,0.2745,0.1064,0.093,0.093,9.8237,0.0527,0.1701,0.1701,1.8152,0.1,47973.509,1.0329,0.0,0.0,FALSE
243348.0,3.0E-4,30469.8508,17.1187,18654.1782,0.0,556.3354,0.782,0.6959,0.6959,0.2149,3.0E-4,0.117,0.117,13.0869,-0.0033,0.2094,0.2094,1.858,-0.0067,114273.8177,2.2544,0.0,0.0,FALSE
4663319.0,0.0052,53065.9241,24.1272,904512.6479,0.001,628.4981,0.5814,0.2895,0.2895,0.2505,0.0031,0.0908,0.0908,10.1481,-0.0162,0.1664,0.1664,1.8206,-0.033,1963883.9067,4.6504,0.0,0.0,FALSE
4.7411112E7,0.053,36214.5093,28.7815,5239066.4509,0.0059,511.7124,0.8243,0.5048,0.5048,0.154,0.0,0.0015,0.0015,33.2676,-0.0529,0.003,0.003,1.9416,-0.1118,2.35056787125E7,3.3676,0.0,0.0,FALSE
1772016.0,0.002,30811.2293,31.1017,197570.1417,2.0E-4,492.0388,1.1717,0.7866,0.7866,0.1928,0.0131,0.014,0.014,32.6253,-0.0046,0.0277,0.0277,1.9405,-0.0092,846577.126,2.9294,0.0,0.0,FALSE
268934.0,3.0E-4,20138.6575,17.9237,42631.1843,0.0,442.5734,0.9385,0.8002,0.8002,0.2263,4.0E-4,0.0424,0.0424,13.4658,-0.0024,0.0813,0.0813,1.8617,-0.0048,123330.2761,1.6435,0.0,0.0,FALSE
2631872.0,0.0029,37753.6524,28.2682,232782.3477,3.0E-4,545.4533,0.8424,0.5273,0.5273,0.2682,0.017,0.044,0.044,10.2195,7.0E-4,0.0842,0.0842,1.8217,0.0014,1216545.7829,3.3662,0.0,0.0,FALSE
4550653.0,0.0051,26602.65,19.4663,703071.1615,8.0E-4,439.5895,0.571,0.1123,0.1123,0.037,-6.0E-4,0.0,0.0,-87.4241,-0.026,0.0,0.0,2.0231,-0.0534,2274961.7066,2.5335,0.0,0.0,FALSE
1604664.0,0.0018,53012.8506,30.5449,106688.1845,1.0E-4,648.7321,0.7454,0.894,0.894,0.313,0.0076,0.149,0.149,7.8037,6.0E-4,0.2593,0.2593,1.7728,0.0013,659754.906,4.7787,0.0,0.0,FALSE
